size,time,name
3704541,sep 26 11:57,mc201109.pdf [ПДн:21]
3699606,apr 29 05:53,4514035_original.jpg
3682520,sep 26 16:42,politika-opd.pdf
3681893,sep 26 16:55,allied_health_sciences_2025.pdf [ПДн:1]
3640141,sep 26 16:59,527.pdf
3637390,apr 29 05:53,4513677_original.jpg
3565540,sep 26 17:02,2024%20Y%C4%B1l%C4%B1%20%C4%B0dare%20Faaliyet%20Raporu.pdf [ПДн:1]
3563943,sep 26 23:59,logistics.csv [ПДн:9076]
3563943,nov 09 21:41,logistics.csv [ПДн:9076]
3528415,sep 26 16:55,BA_JMC_brochure_2025.pdf
3523790,sep 26 14:20,social2023.pdf [ПДн:2]
3510646,sep 26 17:11,Licen_29.01.16.pdf
3479448,sep 26 16:55,SoE_Brochure_2025.pdf [ПДн:1]
3478071,sep 26 13:47,%D0%98%D0%90_%D0%9E%D1%82%D1%87%D0%B5%D1%82_%D0%A1%D0%9E%D0%A3%D0%A2_14.05.2024_%D1%81%D0%B6%D0%B0%D1%82%D1%8B%D0%B9.pdf
3390484,sep 26 14:12,2190-4286-12-49.pdf [ПДн:2]
3380054,sep 26 16:27,118.pdf
3379245,sep 26 13:24,45.04.01_prof_komm.pdf
3360267,sep 26 16:55,MSC_DS_2025.pdf [ПДн:1]
3329529,sep 26 16:58,AI-SANA_2603.pdf [ПДн:6]
3289536,sep 26 16:25,Регламент 10-ОД.pdf
3212643,sep 26 14:20,Политика_обработки_ПДн_ООО_РУФОРМ.pdf
3206229,sep 26 17:47,inostr_ino.pdf
3194997,sep 26 17:41,inostr.pdf
3186134,sep 26 13:26,5.9.5.pdf
3115481,sep 26 14:55,Folleto_cursos_ruso1.pdf [ПДн:5]
3112511,sep 26 22:23,TA14_02.tif
3088960,sep 26 13:24,kreativ_kom.pdf
3068287,sep 26 20:31,CA01_01.tif
3060921,sep 26 16:54,STATUTES_02112020.pdf
3058349,sep 26 16:49,UKS_Campus_Map_English.pdf [ПДн:2]
3052573,sep 26 16:04,polozhenie_inst_filol.pdf
3044606,sep 26 22:22,TA12_01.tif
3044360,sep 26 15:52,protokol_19.pdf
3041208,apr 29 05:53,39506_2000.png
3040953,sep 26 20:36,CA06_02.tif
3040701,sep 26 15:53,pr7.pdf
3012234,sep 26 20:38,KS07_07.tif
2995637,sep 26 22:24,HA17_02.tif
2990028,sep 26 22:26,KA38_06.tif
2987035,sep 26 20:40,KA10_04.tif
2981784,sep 26 15:52,pr8_19042013.pdf
2975193,sep 26 20:37,HA06_10.tif
2965631,apr 29 05:53,11875_2000.png
2956803,sep 26 22:26,HS39_02.tif
2949385,sep 26 20:37,CS06_04.tif
2946780,sep 26 20:38,KA07_07.tif
2938368,sep 26 22:22,HA12_01.tif
2936428,sep 26 22:24,KA13_01.tif
2935287,sep 26 16:18,r497_20.05.2024.pdf
2913812,sep 26 20:39,HS09_03.tif
2902618,sep 26 22:25,HS18_03.tif
2869492,sep 26 22:23,KS13_01.tif
2866049,sep 26 13:26,5.9.9.pdf
2850833,sep 26 20:40,KS09_01.tif
2816700,sep 26 16:58,goslicense.pdf [ПДн:7]
2800670,apr 29 05:54,%D0%92%D1%81%D0%B5%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D0%B8%D1%81%D1%8C_%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85.pdf [ПДн:7]
2788873,sep 26 15:53,pr6_09022013.pdf
2735325,sep 26 14:02,report_07112022.pdf [ПДн:8]
2722902,sep 26 16:59,525.pdf
2721851,apr 29 05:53,9322_900.gif
2694672,sep 26 13:26,5.9.6_rom.pdf
2678616,sep 26 17:12,Svidetelstvo_2018_pril2.pdf
2666769,sep 26 11:34,П56-ОД_30.03.2021.pdf
2573809,sep 26 17:12,pril8.pdf
2564930,sep 26 14:31,prikaz_N_675_ot_30.08.2018_.pdf
2563570,sep 26 13:24,1_2_1_Mathematical_and_natural_science_foundations_of_artificial.pdf
2561614,sep 26 17:11,Prilojenie_1_7.pdf
2557328,sep 26 17:42,Instr_test_2025.pdf [ПДн:2]
2555392,sep 26 12:28,5-2-progDN.doc [ПДн:4]
2554237,sep 26 17:00,Progress%20report%20on%20the%20implementation%20of%20the%20Excellence%20Initiative%20-%20Research%20University%20by%20TUL.pdf [ПДн:2]
2531544,sep 26 16:55,mpharma_2025.pdf [ПДн:1]
2522115,sep 26 16:28,%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20N906.pdf
2478675,sep 26 11:43,accreditation.pdf [ПДн:7]
2464930,sep 26 18:20,44.04.03_ОС_Спец.(деф.)обр_compressed.pdf
2455870,sep 26 15:53,pr5_25102012.pdf
2433900,sep 26 16:56,6.pdf
2407654,sep 26 17:00,00176-Programa-Anual-de-Disposicion-Final-de-Bienes-Muebles-no-utiles-2025.pdf
2398095,sep 26 17:47,obsh_ino.pdf
2376148,sep 26 18:19,44.03.01_ОС_ПО_compressed.pdf
2375828,sep 26 18:20,44.03.05_ОС_ПО (с двумя проф.)_compressed.pdf
2348790,sep 26 16:55,pharm_d_2025.pdf [ПДн:1]
2348740,sep 26 16:57,INFN_AI_Strategy_2024_aggiornato.pdf
2343414,sep 26 17:54,П231-ОД_Академический отпуск_04.07.2025.pdf
2334286,sep 26 17:21,progr_bzhd_2025.pdf
2333658,sep 26 14:30,p126od.pdf
2319731,sep 26 17:41,russ.pdf
2317837,sep 26 18:20,44.03.03_ОС_Спец.(деф.)обр_compressed.pdf
2312750,sep 26 18:19,44.03.02_ОС_Псих.пед.обр._compressed.pdf
2296922,sep 26 16:55,SoL_Brochure.pdf [ПДн:1]
2293362,sep 26 18:20,44.03.04_ОС_Проф.обуч.(по отр)_compressed.pdf
2249309,sep 26 16:51,16122024_DSU_Pulse.pdf
2239231,sep 26 16:55,MCA_brochure_2025.pdf [ПДн:1]
2207984,sep 26 14:31,prikaz_N_1010_1_ot_20.11.2018_.pdf
2177226,sep 26 18:20,44.04.01_ОС_ПО_compressed.pdf
2176768,sep 26 13:23,41.04.01.pdf
2170532,sep 26 16:28,P581-NK_11-06-2024.pdf
2151051,sep 26 13:24,2.2.2.pdf
2142763,sep 26 18:20,44.04.02_ОС_Псих.пед.обр._compressed.pdf
2122240,sep 26 12:19,Инструкция по работе с информационными ресурсами.doc
2115390,apr 29 05:54,capsula_neo_instruction.pdf [ПДн:3]
2101837,sep 26 16:55,BBA_Brochure_2025.pdf [ПДн:1]
2093061,sep 26 15:52,Устав Российского Союза ректоров.pdf
2080985,sep 26 16:55,BCA_brochure_2025.pdf [ПДн:1]
2063669,sep 26 13:22,39.04.01.pdf
2062096,sep 26 16:19,P877_28052020.pdf
2016192,sep 26 17:01,Catalogue_of_UNG_Equipment_and_Expertise_for_External_users.pdf [ПДн:86]
2006900,sep 26 15:52,protokol_17.pdf
2005362,sep 26 12:20,%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D1%91%D1%82%202021.pdf [ПДн:10]
2003493,sep 26 16:25,20240411_171553_compressed_compressed (1).pdf
1973869,sep 26 16:55,aerospace_engg_2025.pdf [ПДн:1]
1973661,sep 26 13:24,2.2.12.pdf
1951481,apr 29 05:54,PravilaPriema_2025_VO_izm_24.01.2025.pdf [ПДн:12]
1939770,sep 26 16:59,526.pdf
1927605,sep 26 16:56,Result_Interview for PhD Admission_January 2025.pdf
1917785,sep 26 15:52,protokol_18.pdf
1907115,sep 26 17:55,патентов и ПЭВМ - ЮФУ.pdf [ПДн:83]
1891005,sep 26 18:20,44.04.04_ОС_Проф.обуч.(по отр)_compressed.pdf
1881822,sep 26 16:28,P476_NK_02.06.2025.pdf
1878644,sep 26 12:20,%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D1%91%D1%82%20%D0%A2%D0%9A%20%D0%AE%D0%A4%D0%A3.pdf [ПДн:6]
1861324,sep 26 17:54,%D0%9F320-%D0%9E%D0%94_%D0%9F%D1%80%D0%BE%D1%84%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_%D0%AE%D0%A4%D0%A3.pdf [ПДн:7]
1859823,sep 26 16:04,standing order about Scientific research institute  of Physics.pdf [ПДн:6]
1852816,apr 29 05:54,5-05-20_US-59_27.12.2024.pdf [ПДн:7]
1841728,sep 26 18:18,15.03.06_Мехатроника и робототехника_П210-ОД_ПИШ.pdf
1838706,sep 26 13:25,2_6_6_Nanotechnology_and_nanomaterials.pdf
1823396,sep 26 15:52,Protokol_3_30.05.2023.pdf
1811349,apr 29 05:53,7873_2000.jpg
1809919,sep 26 13:26,5.9.6_ger.pdf
1803942,sep 26 14:55,Instr_test_2024.pdf [ПДн:2]
1790437,sep 26 16:49,charte-erasmus-2021-27-signee.pdf
1781434,sep 26 16:05,Изм в устав 2020 с отметкой налоговой.pdf
1767192,apr 29 05:54,rules_01_2025.pdf [ПДн:7]
1764851,sep 26 14:31,766.pdf
1760001,sep 26 18:19,27.03.04_Управление в технических системах_П210-ОД_ПИШ.pdf
1753559,sep 26 16:55,BCom_Brochure.pdf [ПДн:1]
1748576,sep 26 17:00,Carta_ASEM.pdf [ПДн:1]
1746998,sep 26 11:56,142_152_Gorgorova.pdf [ПДн:7]
1737550,sep 26 14:31,24n.pdf
1727537,sep 26 15:53,3 сентября EduNet.pdf [ПДн:8]
1726762,sep 26 13:22,20.04.01.pdf
1725047,sep 26 18:18,12.03.01_Приборостроение_П210-ОД_ПИШ.pdf
1714476,sep 26 18:18,15.03.04_Автоматизация технологических процессов и производств_П210-ОД_ПИШ.pdf
1712537,sep 26 14:10,%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F_%D0%93%D0%BE%D1%81%D1%83%D1%81%D0%BB%D1%83%D0%B3%D0%B8.pdf
1705669,sep 26 13:21,11.04.00.pdf
1703361,sep 26 13:22,11.04.04.pdf
1698215,sep 26 13:23,44.04.01_obuch_russ.pdf
1697458,sep 26 18:19,28.03.02_Наноинженерия_П210-ОД_ПИШ.pdf
1689717,sep 26 18:18,11.03.01_Радиотехника_П210-ОД_ПИШ.pdf
1688924,sep 26 17:49,040501_C_3_08082017.pdf
1687929,sep 26 17:19,progr_anatomy_2025.pdf
1686678,sep 26 18:20,П1367 54.05.02 Живопись.pdf
1683064,sep 26 14:31,Ukaz Prezidenta 478_16.08.21.pdf [ПДн:5]
1682789,sep 26 13:25,5.9.1.pdf
1680401,sep 26 16:55,mtech_2025.pdf [ПДн:1]
1680176,sep 26 16:55,MBA_brochure_2025.pdf [ПДн:1]
1679126,sep 26 13:23,44.04.01_MELT.pdf
1676119,sep 26 16:25,П247.pdf [ПДн:8]
1673016,sep 26 13:25,5.9.2.pdf
1668822,sep 26 18:18,11.03.04_Электроника и наноэлектроника_П210-ОД_ПИШ.pdf
1664842,sep 26 18:19,28.04.01_Нанотехнологии и микросистемная техника_П210-ОД_ПИШ.pdf
1663373,sep 26 18:18,11.03.02_Инфокоммуникационные технологии и системы связи_П210-ОД_ПИШ.pdf
1662223,sep 26 16:55,Sports_Facilities.pdf
1661239,sep 26 14:31,Prikaz 601.pdf [ПДн:7]
1645900,sep 26 17:49,040401_M_11012018.pdf
1635799,sep 26 17:41,literatura.pdf
1632598,sep 26 17:48,040301_B_3_09082017.pdf
1632335,sep 26 18:18,15.04.06_ Мехатроника и робототехника_П210-ОД_ПИШ.pdf
1624146,sep 26 13:22,28.04.01_t.pdf
1620942,sep 26 18:18,15.04.04_Автоматизация технологических процессов и производств_П210-ОД_ПИШ.pdf
1618737,sep 26 16:19,P982.pdf [ПДн:6]
1618352,sep 26 17:49,040302_B_3_08082017.pdf
1613961,sep 26 17:40,progr_ee_2025.pdf
1606586,sep 26 17:39,komp_teh.pdf [ПДн:1]
1606089,sep 26 18:18,11.03.03_Конструирование и технология электронных средств_П210-ОД_ПИШ.pdf
1583065,sep 26 16:55,LLM_brochure_2025.pdf [ПДн:1]
1579482,sep 26 17:50,П60-ОД_дополнение в ОС.pdf
1579482,sep 26 18:19,П60-ОД_дополнение в ОС_compressed.pdf
1571436,sep 26 14:31,66n.pdf
1567889,sep 26 16:55,DSU_AC.pdf
1562074,sep 26 17:02,17437679069420.pdf
1555705,sep 26 16:55,BSc_MSc_Basic_Science_brochure_2025.pdf [ПДн:1]
1547304,sep 26 16:25,Приказ от 01.04.2025 2469-ок_compressed.pdf
1537268,sep 26 18:18,12.04.01_Приборостроение_П210-ОД_ПИШ.pdf
1536879,sep 26 16:55,mpt_2025.pdf [ПДн:1]
1531454,sep 26 16:55,bpharma_2025.pdf [ПДн:1]
1529801,sep 26 18:19,27.04.04_ Управление в технических системах_П210-ОД_ПИШ.pdf
1528204,sep 26 18:18,11.04.01_Радиотехника_П210-ОД_ПИШ.pdf
1505146,sep 26 17:01,gender_equality_plan.pdf [ПДн:4]
1502342,sep 26 18:18,11.04.03_Конструирование и технология электронных средств_П210-ОД_ПИШ.pdf
1501334,sep 26 18:18,11.04.04_Электроника и наноэлектроника_П210-ОД_ПИШ.pdf
1501070,apr 29 05:53,1570_2000.jpg
1495107,sep 26 17:12,Pril_5.pdf
1485703,sep 26 18:18,11.04.02_Инфокоммуникационные технологии и системы связи_П210-ОД_ПИШ.pdf
1484401,apr 29 05:53,4264_2000.jpg
1483659,sep 26 17:33,russ_slov.pdf
1481934,sep 26 15:37,%D0%A0%D0%B0%D0%B7%D0%BC%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B5%20%D1%80%D0%B5%D1%81%D1%83%D1%80%D1%81%D0%BE%D0%B2%20%D0%B2%20%D0%97%D0%9D%D0%91%20%D0%AE%D0%A4%D0%A3%20(%D0%B0%20%D1%82%D0%B0%D0%BA%D0%B6%D0%B5%20%D0%B2%20%D0%A0%D0%98%D0%9D%D0%A6).pdf [ПДн:3]
1470051,sep 26 14:31,Prikaz_П1203.pdf
1469080,sep 26 13:24,kreativ_ind.pdf
1459401,sep 26 11:56,06_gorgorova.pdf [ПДн:9]
1459204,sep 26 17:47,bio_ino.pdf [ПДн:6]
1455812,sep 26 17:11,Binder1.pdf
1446719,sep 26 13:21,06.04.02.pdf [ПДн:1]
1444632,sep 26 15:52,prot15-17-04-2015.pdf
1436982,sep 26 17:41,bio.pdf [ПДн:6]
1431572,sep 26 15:52,ИТОГОВОЕ ПОСТАНОВЛЕНИЕ РСР 04.06 (2).pdf
1431176,sep 26 18:18,13.03.02_Электроэнергетика и электротехника_П210-ОД_ПИШ.pdf
1429941,sep 26 18:18,13.04.02_Электроэнергетика и электротехника_П210-ОД_ПИШ.pdf
1428644,sep 26 16:17,РАСП727-Р_10.07.2025.pdf
1427820,apr 29 05:53,4447_2000.jpg
1420616,sep 26 17:50,100505_C_3_24122020.pdf
1411214,sep 26 17:50,100401_M_3_19022021.pdf
1410951,apr 29 05:54,PP%20BSM%202025.pdf [ПДн:7]
1406034,sep 26 17:46,osn_r.pdf
1398553,sep 26 12:20,%D0%90%D0%9D%D0%9E%20%D0%A0%D0%A1%D0%92%20203-22_50%20%D0%BE%D1%82%2012_10_21.pdf
1397697,sep 26 17:51,110502_C_3_09032018.pdf
1396795,sep 26 17:51,110501_C_3_09032018.pdf
1394351,sep 26 14:31,prikaz_N_1022_ot_21.11.2018_.pdf
1380194,sep 26 17:51,110304_B_3_12102017.pdf
1377244,sep 26 14:20,pers_data_policy.pdf
1371322,sep 26 13:24,2.2.8.pdf
1370794,sep 26 14:49,4b708f12-9518-45cd-bac0-7b3ae2b4e78e.pdf [ПДн:6]
1370473,sep 26 17:49,020302_B_3_06012018.pdf
1360032,sep 26 17:39,inf_teh.pdf [ПДн:1]
1344763,sep 26 13:22,12.04.00.pdf
1343927,sep 26 17:21,spec_him.pdf [ПДн:1]
1336782,sep 26 17:02,odtu-kampus-haritasi.pdf
1336700,sep 26 13:23,bio_him_obr.pdf
1336038,sep 26 17:51,130301_B_3_22062018.pdf
1334330,sep 26 17:48,020303_B_3_18092017.pdf
1329910,sep 26 16:54,Hostel_Fee_2025_1.pdf
1326419,sep 26 15:52,Protoko n2 ot 2.11.21.pdf
1323622,sep 26 17:51,130402_M_3_26062018.pdf
1323305,sep 26 17:55,Prikaz_458.pdf
1323073,sep 26 13:25,4.3.5.pdf [ПДн:3]
1322926,sep 26 13:21,07.04.01.pdf [ПДн:6]
1322584,sep 26 16:54,AICTE_2025.pdf
1322502,sep 26 16:54,Public_Self_Disclosure_DSU.pdf [ПДн:10]
1319742,sep 26 17:51,110403_M_3_13102017.pdf
1319618,sep 26 17:48,010302_B_3_08022018.pdf
1318947,sep 26 13:21,06.04.01.pdf [ПДн:6]
1314540,sep 26 16:20,РАСП-647.pdf
1313774,sep 26 17:51,110404_M_3_11102017.pdf
1311450,sep 26 17:48,020402_M_11012018.pdf
1307438,sep 26 18:13,SFedU_.pdf [ПДн:2]
1306360,apr 29 05:54,page_411.html [ПДн:40]
1301224,sep 26 17:51,110303_B_3_17102017.pdf
1298228,apr 29 05:54,page_467.html [ПДн:14]
1294359,sep 26 12:20,%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%BE%D1%82%D1%87%D1%91%D1%82_%D0%A2%D0%9A_%D0%AE%D0%A4%D0%A3_2024.pdf [ПДн:10]
1291993,apr 29 05:53,4959_2000.jpg
1290583,apr 29 05:53,620267_original.png
1288085,sep 26 17:00,01358-10-04-IFBM-2025-Acta-de-inicio-F.pdf
1282954,sep 26 16:19,П255 прикрепленных соискателей иностранцев.pdf
1280156,sep 26 16:20,P986.pdf
1279912,apr 29 05:53,120431_original.png
1278532,sep 26 17:49,090301_B_3_12102017.pdf
1276706,sep 26 18:27,RSOCH_2025.pdf [ПДн:6]
1272378,sep 26 17:55,118 от 24.02.2021 Номенклатура Для сайта.pdf
1272378,sep 26 16:25,%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20%D0%BE%D0%B1%20%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8%20%D0%BD%D0%BE%D0%BC%D0%B5%D0%BD%D0%BA%D0%BB%D0%B0%D1%82%D1%83%D1%80%D1%8B.pdf
1271470,apr 29 05:53,4514075_original.jpg
1266300,sep 26 17:48,010402_M_3_13022018.pdf
1265936,sep 26 14:55,Business%20Spanish%20A2%20the%20order.pdf
1254520,sep 26 15:52,Protokol_2.pdf
1253614,sep 26 17:50,090401_M_3_11102017.pdf
1252572,sep 26 17:49,090302_B_3_17102017.pdf
1251076,sep 26 16:55,bpt_2025.pdf [ПДн:1]
1245499,sep 26 17:51,140302_B_3_22062018.pdf
1239988,apr 29 05:54,page_466.html [ПДн:38]
1238287,sep 26 17:51,110302_B_3_17102017.pdf
1237062,apr 29 05:54,page_455.html [ПДн:48]
1232717,apr 29 05:54,page_446.html [ПДн:33]
1232001,apr 29 05:54,page_432.html [ПДн:39]
1231850,sep 26 14:31,18n.pdf
1225766,sep 26 15:52,Protokol N2 26.05.21.pdf
1224332,sep 26 17:55,382-02 Для сайта.pdf
1217417,apr 29 05:54,page_414.html [ПДн:38]
1213275,apr 29 05:53,6149_2000.jpg
1208833,sep 26 16:17,P1078.pdf
1192699,apr 29 05:54,page_453.html [ПДн:39]
1191651,sep 26 16:56,35.pdf
1191647,sep 26 17:51,110301_B_3_17102017.pdf
1190193,sep 26 16:05,%D0%98%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%B2%20%D0%A3%D1%81%D1%82%D0%B0%D0%B2%20%D0%BE%D1%82%2024%20%D1%81%D0%B5%D0%BD%D1%82%D1%8F%D0%B1%D1%80%D1%8F%202024.pdf [ПДн:1]
